  Rank       HOTA    fuse_score    match_thresh    new_track_scaling_factor    track_buffer    track_high_scaling_factor    track_low_thresh  tracker_type
    28  0.685105              0     7.92449                     0.470386                 27                  0.029355            0.346963     bytetrack
    29  0.685102              1     5.90592                     0.675115                 54                  0.00138905          0.0567146    bytetrack
    30  0.684956              0     2.76601                     0.627171                  4                  0.130584            0.23802      bytetrack
    31  0.684613              1     9.82633                     0.67826                  28                  0.477201            0.0724247    bytetrack
    32  0.682834              0     9.17747                     0.287783                 60                  0.000114467         0.0739952    bytetrack
    33  0.682533              0     1.60441                     0.14624                   8                  0.000156698         0.493743     bytetrack
    34  0.6817                1     6.24925                     0.613333                 36                  0.263667            0.189338     bytetrack
    35  0.681275              0     3.96904                     0.0477858                38                  0.324896            0.484113     bytetrack
    36  0.680031              1     8.15367                     0.52179                  29                  0.511949            0.000329428  bytetrack
    37  0.679874              1     9.99952                     0.567652                 40                  0.374566            0.270534     bytetrack
    38  0.679607              0     2.96361                     0.4872                   23                  0.343984            0.000148258  bytetrack
    39  0.679264              1     3.81054                     0.561081                 42                  0.587507            0.0573738    bytetrack
    40  0.679226              0     6.75562                     0.658715                  7                  0.420328            0.296784     bytetrack
    41  0.678519              0     2.68285                     0.191314                 12                  0.0527388           0.46526      bytetrack
    42  0.676868              0     5.89368                     0.547677                 41                  0.289572            0.019322     bytetrack
    43  0.676375              0     3.46866                     0.641643                 21                  0.636645            0.044351     bytetrack
    44  0.675228              0     1.42948                     0.616391                 44                  0.680372            0.0418036    bytetrack
    45  0.673948              0     8.91244                     0.410525                 21                  0.182387            0.568773     bytetrack
    46  0.67249               0     3.63115                     0.0994002                19                  5.42869e-05         0.596255     bytetrack
    47  0.672029              1     9.99972                     0.785463                 55                  0.104901            0.273449     bytetrack
    48  0.666233              0     2.40617                     0.000315417               1                  0.000248311         0.582048     bytetrack
    49  0.654745              0     0.707172                    0.511681                 56                  0.00034481          0.0617758    bytetrack
    50  0.640843              1     8.22116                     0.755105                 31                  0.688862            0.346892     bytetrack
    51  0.626567              1     6.0777                      0.679318                 60                  0.841953            0.000115769  bytetrack
    52  0.624366              0     3.43058                     0.156092                 25                  0.0334395           0.78115      bytetrack
    53  0.590164              1     7.63354                     0.274252                 55                  0.600522            0.640058     bytetrack
    54  0.578276              0     4.78685                     0.531504                  1                  0.000237242         0.000117395  bytetrack
    55  0.573053              0     8.49663                     0.527085                  1                  0.803377            0.209645     bytetrack
    56  0.518554              0     4.1389                      0.138449                 60                  0.000338468         0.000188653  bytetrack
    57  0.48267               1     9.99902                     0.566457                 60                  0.781689            0.505103     bytetrack
    58  0.44703               0     4.92833                     0.293354                 35                  0.761717            0.5536       bytetrack
    59  0.441971              0     6.58256                     0.702439                 53                  0.259421            0.717005     bytetrack
    60  0.430188              0     1.97315                     0.569617                 10                  0.680274            0.670539     bytetrack
    61  0.422495              1     2.83082                     0.887938                 17                  0.359715            0.269179     bytetrack
    62  0.273532              0     9.10604                     0.913944                 30                  0.0817415           0.282478     bytetrack
    63  0.237044              1     6.20568                     0.107508                 13                  0.86134             0.495566     bytetrack
    64  0.148767              1     8.27004                     0.677703                 49                  0.441122            0.814803     bytetrack
    65  0.0995611             1     0.190045                    0.224683                 57                  0.190671            0.386652     bytetrack
    66  0.0804987             0     0.000746738                 0.454434                  1                  0.00030736          0.303586     bytetrack
    67  0.0795472             0     0.00131186                  0.0648381                40                  5.97158e-05         0.612643     bytetrack
    68  0.0354576             0     6.51236                     0.326006                 38                  0.000152398         0.932848     bytetrack
    69  0.0020145             1     1.22323                     0.484196                 52                  0.296834            0.96327      bytetrack
    70  0                     0     1.07331                     0.989236                 49                  0.391952            0.882512     bytetrack
    71  0                     1     1.76386                     0.333621                  3                  0.979482            0.159178     bytetrack
    72  0                     0     5.05757                     0.872069                  6                  0.531646            0.991304     bytetrack
    73  0                     0     8.04014                     0.0232666                39                  0.893562            0.858741     bytetrack
    74  0                     0     6.56111                     0.997875                 35                  0.653731            0.336563     bytetrack
